be_code,eo_code,temp_eo_code,eo_description,teh_mesto,gar_no,head_type,operation_start_date,expected_operation_finish_date
1200,100000008673,,Самосвал карьерный 785C №1619,03-CTT-CC01,1619,head,2017-12-12,
1200,100000010272,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-CC01,1619,component,2019-03-01,
1200,100000073096,,ДВС 3512B №EEE00297,03-CTT-CC01,1619,component,2021-03-10,
1200,100000009813,,Редуктор бортовой правый,03-CTT-CC01,1619,component,2017-12-12,
1200,100000009814,,Редуктор бортовой левый,03-CTT-CC01,1619,component,2017-12-12,
1200,100000009815,,Дифференциал,03-CTT-CC01,1619,component,2017-12-12,
1200,100000010306,,Кузов,03-CTT-CC01,1619,component,2017-12-12,
1200,100000009812,,Коробка передач,03-CTT-CC01,1619,component,2017-12-12,
1200,100000008674,,Самосвал карьерный 785C №1620,03-CTT-CC02,1620,head,2017-12-12,
1200,100000009440,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-CC02,1620,component,2017-12-17,
1200,100000009819,,Коробка передач,03-CTT-CC02,1620,component,2017-12-12,
1200,100000009816,,Дифференциал,03-CTT-CC02,1620,component,2017-12-12,
1200,100000009817,,Редуктор бортовой левый,03-CTT-CC02,1620,component,2017-12-12,
1200,100000009818,,Редуктор бортовой правый,03-CTT-CC02,1620,component,2017-12-12,
1200,100000010307,,Кузов,03-CTT-CC02,1620,component,2017-12-12,
1200,100000009820,,ДВС 3512B №8BR03178,03-CTT-CC02,1620,component,2017-12-12,
1200,100000008666,,Самосвал карьерный HD785-7 №1609,03-CTT-KD01,1609,head,2012-10-04,
1200,100000009422,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KD01,1609,component,2017-08-13,
1200,100000009777,,Редуктор бортовой левый,03-CTT-KD01,1609,component,2012-10-04,
1200,100000009778,,Редуктор бортовой правый,03-CTT-KD01,1609,component,2012-10-04,
1200,100000010299,,Кузов,03-CTT-KD01,1609,component,2012-10-04,
1200,100000009780,,ДВС SAA12V140E-3B,03-CTT-KD01,1609,component,2012-10-04,
1200,100000009776,,Дифференциал,03-CTT-KD01,1609,component,2012-10-04,
1200,100000009779,,Коробка передач,03-CTT-KD01,1609,component,2012-10-04,
1200,100000008667,,Самосвал карьерный HD785-7 №1610,03-CTT-KD02,1610,head,2012-10-14,
1200,100000009423,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KD02,1610,component,2017-08-18,
1200,100000010300,,Кузов,03-CTT-KD02,1610,component,2012-10-14,
1200,100000009782,,Коробка передач,03-CTT-KD02,1610,component,2012-10-14,
1200,100000009784,,Редуктор бортовой левый,03-CTT-KD02,1610,component,2012-10-14,
1200,100000009783,,Редуктор бортовой правый,03-CTT-KD02,1610,component,2012-10-14,
1200,100000009781,,ДВС SAA12V140E-3B №506086,03-CTT-KD02,1610,component,2021-08-22,
1200,100000009785,,Дифференциал,03-CTT-KD02,1610,component,2012-10-14,
1200,100000008668,,Самосвал карьерный HD785-7 №1611,03-CTT-KD03,1611,head,2013-01-30,
1200,100000009424,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KD03,1611,component,2017-08-20,
1200,100000010301,,Кузов,03-CTT-KD03,1611,component,2013-01-30,
1200,100000067902,,ДВС SAA12V140E-3B №509606,03-CTT-KD03,0,component,2020-11-18,
1200,100000009786,,Дифференциал,03-CTT-KD03,1611,component,2013-01-30,
1200,100000009787,,Редуктор бортовой левый,03-CTT-KD03,1611,component,2013-01-30,
1200,100000009788,,Редуктор бортовой правый,03-CTT-KD03,1611,component,2013-01-30,
1200,100000009789,,Коробка передач,03-CTT-KD03,1611,component,2013-01-30,
1200,100000008669,,Самосвал карьерный HD785-7 №1612,03-CTT-KD04,1612,head,2013-01-30,
1200,100000009425,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KD04,1612,component,2017-08-20,
1200,100000009795,,Дифференциал,03-CTT-KD04,1612,component,2013-01-30,
1200,100000010302,,Кузов,03-CTT-KD04,1612,component,2013-01-30,
1200,100000009793,,Редуктор бортовой правый,03-CTT-KD04,1612,component,2013-01-30,
1200,100000009791,,ДВС SAA12V140E-3B,03-CTT-KD04,1612,component,2013-01-30,
1200,100000009792,,Коробка передач,03-CTT-KD04,1612,component,2013-01-30,
1200,100000009794,,Редуктор бортовой левый,03-CTT-KD04,1612,component,2013-01-30,
1200,100000008670,,Самосвал карьерный HD785-7 №1613,03-CTT-KD05,1613,head,2013-02-28,
1200,100000009426,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KD05,1613,component,2017-08-23,
1200,100000010303,,Кузов,03-CTT-KD05,1613,component,2013-02-28,
1200,100000009796,,Дифференциал,03-CTT-KD05,1613,component,2013-02-28,
1200,100000009797,,Редуктор бортовой левый,03-CTT-KD05,1613,component,2013-02-28,
1200,100000009798,,Редуктор бортовой правый,03-CTT-KD05,1613,component,2013-02-28,
1200,100000009799,,Коробка передач,03-CTT-KD05,1613,component,2013-02-28,
1200,100000009800,,ДВС SAA12V140E-3B,03-CTT-KD05,1613,component,2013-02-28,
1200,100000008671,,Самосвал карьерный HD785-7 №1614,03-CTT-KD06,1614,head,2013-03-29,
1200,100000009427,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KD06,1614,component,2017-08-26,
1200,100000009803,,Редуктор бортовой правый,03-CTT-KD06,1614,component,2013-03-29,
1200,100000010304,,Кузов,03-CTT-KD06,1614,component,2013-03-29,
1200,100000009804,,Редуктор бортовой левый,03-CTT-KD06,1614,component,2013-03-29,
1200,100000009805,,Дифференциал,03-CTT-KD06,1614,component,2013-03-29,
1200,100000009801,,ДВС SAA12V140E-3B №506086,03-CTT-KD06,1614,component,2013-03-29,
1200,100000009802,,Коробка передач,03-CTT-KD06,1614,component,2013-03-29,
1200,100000008672,,Самосвал карьерный HD785-7 №1615,03-CTT-KD07,1615,head,2013-04-26,
1200,100000009428,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KD07,1615,component,2017-08-28,
1200,100000009806,,Дифференциал,03-CTT-KD07,1615,component,2013-04-26,
1200,100000009807,,Редуктор бортовой левый,03-CTT-KD07,1615,component,2013-04-26,
1200,100000010305,,Кузов,03-CTT-KD07,1615,component,2013-04-26,
1200,100000081172,,ДВС SAA12V140E-3B,03-CTT-KD07,1615,component,2021-09-18,
1200,100000009808,,Редуктор бортовой правый,03-CTT-KD07,1615,component,2013-04-26,
1200,100000009809,,Коробка передач,03-CTT-KD07,1615,component,2013-04-26,
1200,100000008661,,Самосвал карьерный HD785-5 №1601,03-CTT-KH01,1601,head,2007-07-31,
1200,100000009751,,ДВС SA12V140-1U-A,03-CTT-KH01,1601,component,2007-07-31,
1200,100000009752,,Коробка передач,03-CTT-KH01,1601,component,2007-07-31,
1200,100000009753,,Редуктор бортовой правый,03-CTT-KH01,1601,component,2007-07-31,
1200,100000009754,,Редуктор бортовой левый,03-CTT-KH01,1601,component,2007-07-31,
1200,100000009755,,Дифференциал,03-CTT-KH01,1601,component,2007-07-31,
1200,100000010294,,Кузов,03-CTT-KH01,1601,component,2007-07-31,
1200,100000008662,,Самосвал карьерный HD785-5 №1603,03-CTT-KH02,1603,head,2007-08-30,
1200,100000009756,,Дифференциал,03-CTT-KH02,1603,component,2007-08-30,
1200,100000009757,,Редуктор бортовой левый,03-CTT-KH02,1603,component,2021-09-03,
1200,100000009758,,Редуктор бортовой правый,03-CTT-KH02,1603,component,2021-09-03,
1200,100000009759,,Коробка передач,03-CTT-KH02,1603,component,2021-09-03,
1200,100000009760,,ДВС SA12V140-1U-A,03-CTT-KH02,1603,component,2007-08-30,
1200,100000010295,,Кузов,03-CTT-KH02,1603,component,2021-09-03,
1200,100000008663,,Самосвал карьерный HD785-5 №1604,03-CTT-KH03,1604,head,2007-09-30,
1200,100000009761,,ДВС SA12V140-1U-A,03-CTT-KH03,1604,component,2007-09-30,
1200,100000009762,,Коробка передач,03-CTT-KH03,1604,component,2021-08-27,
1200,100000009763,,Редуктор бортовой правый,03-CTT-KH03,1604,component,2021-08-27,
1200,100000009764,,Редуктор бортовой левый,03-CTT-KH03,1604,component,2021-08-27,
1200,100000009765,,Дифференциал,03-CTT-KH03,1604,component,2007-09-30,
1200,100000010296,,Кузов,03-CTT-KH03,1604,component,2021-08-27,
1200,100000008664,,Самосвал карьерный HD785-5 №1606,03-CTT-KH04,1606,head,2007-09-30,
1200,100000009421,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KH04,1606,component,2017-08-11,
1200,100000009766,,Дифференциал,03-CTT-KH04,1606,component,2007-09-30,
1200,100000009767,,Редуктор бортовой левый,03-CTT-KH04,1606,component,2007-09-30,
1200,100000009768,,Редуктор бортовой правый,03-CTT-KH04,1606,component,2007-09-30,
1200,100000009769,,Коробка передач,03-CTT-KH04,1606,component,2007-09-30,
1200,100000009770,,ДВС SA12V140-1U-A,03-CTT-KH04,1606,component,2007-09-30,
1200,100000010297,,Кузов,03-CTT-KH04,1606,component,2007-09-30,
1200,100000008665,,Самосвал карьерный HD785-5 №1607,03-CTT-KH05,1607,head,2007-10-30,
1200,100000009771,,ДВС SA12V140-1U-A,03-CTT-KH05,1607,component,2007-10-30,
1200,100000009772,,Коробка передач,03-CTT-KH05,1607,component,2021-08-27,
1200,100000009773,,Редуктор бортовой правый,03-CTT-KH05,1607,component,2021-08-27,
1200,100000009774,,Редуктор бортовой левый,03-CTT-KH05,1607,component,2021-08-27,
1200,100000009775,,Дифференциал,03-CTT-KH05,1607,component,2007-10-30,
1200,100000010298,,Кузов,03-CTT-KH05,1607,component,2021-08-27,
1200,100000006408,,Самосвал карьерный HD1500-8 №1621,03-CTT-KM01,1621,head,2019-03-01,
1200,100000021251,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KM01,1621,component,2020-03-20,
1200,100000009823,,Редуктор бортовой правый,03-CTT-KM01,1621,component,2019-03-01,
1200,100000010308,,Кузов,03-CTT-KM01,1621,component,2019-03-01,
1200,100000009821,,ДВС SDA16V159-3,03-CTT-KM01,1621,component,2019-03-01,
1200,100000009824,,Редуктор бортовой левый,03-CTT-KM01,1621,component,2019-03-01,
1200,100000009825,,Дифференциал,03-CTT-KM01,1621,component,2019-03-01,
1200,100000009822,,Коробка передач,03-CTT-KM01,1621,component,2019-03-01,
1200,100000006409,,Самосвал карьерный HD1500-8 №1622,03-CTT-KM02,1622,head,2019-03-01,
1200,100000021300,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KM02,1622,component,2020-03-22,
1200,100000009827,,Редуктор бортовой левый,03-CTT-KM02,1622,component,2019-03-01,
1200,100000010309,,Кузов,03-CTT-KM02,1622,component,2019-03-01,
1200,100000009830,,ДВС SDA16V159-3,03-CTT-KM02,1622,component,2019-03-01,
1200,100000009826,,Дифференциал,03-CTT-KM02,1622,component,2019-03-01,
1200,100000009828,,Редуктор бортовой правый,03-CTT-KM02,1622,component,2019-03-01,
1200,100000009829,,Коробка передач,03-CTT-KM02,1622,component,2019-03-01,
1200,100000006410,,Самосвал карьерный HD1500-8 №1623,03-CTT-KM03,1623,head,2019-03-01,
1200,100000021291,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KM03,1623,component,2020-03-22,
1200,100000010310,,Кузов,03-CTT-KM03,1623,component,2019-03-01,
1200,100000009831,,ДВС SDA16V159-3,03-CTT-KM03,1623,component,2019-03-01,
1200,100000009833,,Редуктор бортовой правый,03-CTT-KM03,1623,component,2019-03-01,
1200,100000009834,,Редуктор бортовой левый,03-CTT-KM03,1623,component,2019-03-01,
1200,100000009835,,Дифференциал,03-CTT-KM03,1623,component,2019-03-01,
1200,100000009832,,Коробка передач,03-CTT-KM03,1623,component,2019-03-01,
1200,100000021344,,Самосвал карьерный HD1500-8 №1624,03-CTT-KM04,1624,head,2020-04-01,
1200,100000024392,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KM04,1624,component,2020-09-01,
1200,100000021370,,Кузов,03-CTT-KM04,1624,component,2020-03-31,
1200,100000021365,,ДВС SDA16V159-3 №33218205,03-CTT-KM04,1624,component,2020-03-31,
1200,100000021366,,Коробка передач,03-CTT-KM04,1624,component,2020-03-31,
1200,100000021367,,Редуктор бортовой правый,03-CTT-KM04,1624,component,2020-03-31,
1200,100000021368,,Редуктор бортовой левый,03-CTT-KM04,1624,component,2020-03-31,
1200,100000021369,,Дифференциал,03-CTT-KM04,1624,component,2020-03-31,
1200,100000021364,,Самосвал карьерный HD1500-8 №1625,03-CTT-KM05,1625,head,2020-04-01,
1200,100000024393,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KM05,1625,component,2020-09-01,
1200,100000021376,,Кузов,03-CTT-KM05,1625,component,2020-03-31,
1200,100000021375,,Дифференциал,03-CTT-KM05,1625,component,2020-03-31,
1200,100000021372,,Коробка передач,03-CTT-KM05,1625,component,2020-03-31,
1200,100000021373,,Редуктор бортовой правый,03-CTT-KM05,1625,component,2020-03-31,
1200,100000021374,,Редуктор бортовой левый,03-CTT-KM05,1625,component,2020-03-31,
1200,100000021371,,ДВС SDA16V159-3 №33218220,03-CTT-KM05,1625,component,2020-03-31,
1200,100000021466,,Самосвал карьерный HD1500-8 №1626,03-CTT-KM06,1626,head,2020-08-01,
1200,100000024394,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KM06,1626,component,2020-09-01,
1200,100000023800,,Редуктор бортовой левый,03-CTT-KM06,1626,component,2020-08-01,
1200,100000023798,,Дифференциал,03-CTT-KM06,1626,component,2020-08-01,
1200,100000023801,,Коробка передач,03-CTT-KM06,1626,component,2020-08-01,
1200,100000023799,,Редуктор бортовой правый,03-CTT-KM06,1626,component,2020-08-01,
1200,100000023120,,Кузов,03-CTT-KM06,1626,component,2020-08-01,
1200,100000023797,,ДВС SDA16V159-3 №33218574,03-CTT-KM06,1626,component,2020-08-01,
1200,100000022743,,Самосвал карьерный HD1500-8 №1627,03-CTT-KM07,1627,head,2021-01-01,
1200,100000069160,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KM07,1627,component,2020-12-27,
1200,100000068305,,ДВС SDA16V159-3,03-CTT-KM07,1627,component,2021-01-01,
1200,100000068306,,Коробка передач №Б.Н.,03-CTT-KM07,1627,component,2021-01-01,
1200,100000068307,,Кузов №Б.Н.,03-CTT-KM07,1627,component,2021-01-01,
1200,100000068308,,Редуктор бортовой правый №Б.Н.,03-CTT-KM07,1627,component,2021-01-01,
1200,100000068309,,Редуктор бортовой левый №Б.Н.,03-CTT-KM07,1627,component,2021-01-01,
1200,100000022744,,Самосвал карьерный HD1500-8 №1628,03-CTT-KM08,1628,head,2021-01-01,
1200,100000069161,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KM08,1628,component,2020-12-28,
1200,100000068310,,ДВС SDA16V159-3,03-CTT-KM08,1628,component,2021-01-01,
1200,100000068311,,Коробка передач №Б.Н.,03-CTT-KM08,1628,component,2021-01-01,
1200,100000068312,,Кузов №Б.Н.,03-CTT-KM08,1628,component,2021-01-01,
1200,100000068313,,Редуктор бортовой правый №Б.Н.,03-CTT-KM08,1628,component,2021-01-01,
1200,100000068314,,Редуктор бортовой левый №Б.Н.,03-CTT-KM08,1628,component,2021-01-01,
1200,100000022783,,Самосвал карьерный HD1500-8 №1629,03-CTT-KM09,1629,head,2020-12-20,
1200,100000021385,,Компьютер промышл. бортовой Trax-10 LP,03-CTT-KM09,1629,component,2017-08-26,
1200,100000068277,,ДВС SDA16V159-3,03-CTT-KM09,1629,component,2020-12-20,
1200,100000068278,,Коробка передач №Б.Н.,03-CTT-KM09,1629,component,2020-12-20,
1200,100000068279,,Кузов №Б.Н.,03-CTT-KM09,1629,component,2020-12-20,
1200,100000068280,,Редуктор бортовой правый №Б.Н.,03-CTT-KM09,1629,component,2020-12-20,
1200,100000068281,,Редуктор бортовой левый №Б.Н.,03-CTT-KM09,1629,component,2020-12-20,
1200,100000071921,,Самосвал карьерный HD1500-8 №1630,03-CTT-KM10,1630,head,2022-01-01,
1200,100000071922,,ДВС SDA16V159-3,03-CTT-KM10,1630,component,2022-01-01,
1200,100000071925,,Коробка передач №Б.Н.,03-CTT-KM10,1630,component,2022-01-01,
1200,100000071926,,Кузов №Б.Н.,03-CTT-KM10,1630,component,2022-01-01,
1200,100000071927,,Редуктор бортовой правый №Б.Н.,03-CTT-KM10,1630,component,2022-01-01,
1200,100000071928,,Редуктор бортовой левый №Б.Н.,03-CTT-KM10,1630,component,2022-01-01,
1200,100000007090,,Автогрейдер 18M3 1501,03-KON-0PDT-OS01,1501,head,2019-09-01,
1200,100000010277,,Передача главная,03-KON-0PDT-OS01,1501,component,2019-09-01,
1200,100000010276,,ДВС C13 №TXX02786,03-KON-0PDT-OS01,1501,component,2019-09-01,
1200,100000010278,,Коробка передач №DM300951,03-KON-0PDT-OS01,1501,component,2019-09-01,
1200,100000009181,,Автогрейдер ДЗ-98В.00100-110 №1504,03-KON-0PDT-OS02,1504,head,2013-12-31,
1200,100000009441,,Компьютер бортовой Trek-773,03-KON-0PDT-OS02,1504,component,2017-11-16,
1200,100000010104,,ДВС ЯМЗ-238,03-KON-0PDT-OS02,1504,component,2013-12-31,
1200,100000010105,,Коробка передач,03-KON-0PDT-OS02,1504,component,2013-12-31,
1200,100000010106,,Передача главная,03-KON-0PDT-OS02,1504,component,2013-12-31,
1200,100000009182,,Автогрейдер ДЗ-98В.00100-110 №1505,03-KON-0PDT-OS03,1505,head,2013-12-31,
1200,100000009442,,Компьютер бортовой Trek-773,03-KON-0PDT-OS03,1505,component,2017-11-14,
1200,100000010107,,Передача главная,03-KON-0PDT-OS03,1505,component,2013-12-31,
1200,100000010108,,Коробка передач,03-KON-0PDT-OS03,1505,component,2013-12-31,
1200,100000010109,,ДВС ЯМЗ-238,03-KON-0PDT-OS03,1505,component,2013-12-31,
1200,100000009179,,Автогрейдер TG230A №1506,03-KON-0PDT-OS04,1506,head,2014-09-20,
1200,100000010098,,"ДВС QSB 6,7",03-KON-0PDT-OS04,1506,component,2014-09-20,
1200,100000010099,,Коробка передач,03-KON-0PDT-OS04,1506,component,2014-09-20,
1200,100000010100,,Передача главная,03-KON-0PDT-OS04,1506,component,2014-09-20,
1200,100000009180,,Автогрейдер TG230A №1507,03-KON-0PDT-OS05,1507,head,2014-09-20,
1200,100000009444,,Компьютер бортовой Trek-773,03-KON-0PDT-OS05,1507,component,2018-11-20,
1200,100000010101,,Передача главная,03-KON-0PDT-OS05,1507,component,2014-09-20,
1200,100000010102,,Коробка передач,03-KON-0PDT-OS05,1507,component,2014-09-20,
1200,100000010103,,"ДВС QSB 6,7",03-KON-0PDT-OS05,1507,component,2014-09-20,
1200,100000068268,,Автогрейдер САТ 140М №1503,03-KON-0PDT-OS07,1503,head,2021-01-01,
1200,100000068227,,Самосвал карьерный БЕЛАЗ-7547 №2441,03-KON-OBSL-OB02,2441,head,2021-01-01,
1200,100000098262,,Компьютер промышл. бортовой Trax-10 LP,03-KON-OBSL-OB02,2441,component,2022-02-15,
1200,100000098956,,Кузов БелАЗ №2441,03-KON-OBSL-OB02,2441,component,2021-01-01,
1200,100000098960,,Коробка передач БелАЗ №2441,03-KON-OBSL-OB02,2441,component,2021-01-01,
1200,100000098949,,ДВС БелАЗ №2441,03-KON-OBSL-OB02,2441,component,2021-01-01,
1200,100000098977,,Редуктор бортовой правый БелАЗ №2441,03-KON-OBSL-OB02,2441,component,2021-01-01,
1200,100000098978,,Редуктор бортовой левый БелАЗ №2441,03-KON-OBSL-OB02,2441,component,2021-01-01,
1200,100000068228,,Самосвал карьерный БЕЛАЗ-7547 №2442,03-KON-OBSL-OB03,2442,head,2021-02-01,
1200,100000098263,,Компьютер промышл. бортовой Trax-10 LP,03-KON-OBSL-OB03,2442,component,2022-02-15,
1200,100000098950,,ДВС БелАЗ №2442,03-KON-OBSL-OB03,2442,component,2021-01-01,
1200,100000098974,,Редуктор бортовой левый БелАЗ №2442,03-KON-OBSL-OB03,2442,component,2021-01-01,
1200,100000098957,,Кузов БелАЗ №2442,03-KON-OBSL-OB03,2442,component,2021-01-01,
1200,100000098961,,Коробка передач БелАЗ №2442,03-KON-OBSL-OB03,2442,component,2021-01-01,
1200,100000098976,,Редуктор бортовой правый БелАЗ №2442,03-KON-OBSL-OB03,2442,component,2021-01-01,
1200,100000068229,,Самосвал карьерный БЕЛАЗ-7547 №2443,03-KON-OBSL-OB04,2443,head,2021-01-01,
1200,100000098267,,Компьютер промышл. бортовой Trax-10 LP,03-KON-OBSL-OB04,2443,component,2022-02-15,
1200,100000098972,,Редуктор бортовой левый БелАЗ №2443,03-KON-OBSL-OB04,2443,component,2021-01-01,
1200,100000098951,,ДВС БелАЗ №2443,03-KON-OBSL-OB04,2443,component,2021-01-01,
1200,100000098958,,Кузов БелАЗ №2443,03-KON-OBSL-OB04,2443,component,2021-01-01,
1200,100000098962,,Коробка передач БелАЗ №2443,03-KON-OBSL-OB04,2443,component,2021-01-01,
1200,100000098973,,Редуктор бортовой правый БелАЗ №2443,03-KON-OBSL-OB04,2443,component,2021-01-01,
1200,100000068230,,Самосвал карьерный БЕЛАЗ-7547 №2444,03-KON-OBSL-OB05,2444,head,2021-01-01,
1200,100000098268,,Компьютер промышл. бортовой Trax-10 LP,03-KON-OBSL-OB05,2444,component,2022-02-15,
1200,100000098740,,Кузов,03-KON-OBSL-OB05,2444,component,2021-01-01,
1200,100000098744,,ДВС,03-KON-OBSL-OB05,2444,component,2021-01-01,
1200,100000098745,,Коробка передач,03-KON-OBSL-OB05,2444,component,2021-01-01,
1200,100000098746,,Редуктор бортовой правый,03-KON-OBSL-OB05,2444,component,2021-01-01,
1200,100000098747,,Редуктор бортовой левый,03-KON-OBSL-OB05,2444,component,2021-01-01,
1200,100000068231,,Самосвал карьерный БЕЛАЗ-7547 №2445,03-KON-OBSL-OB06,2445,head,2021-01-01,
1200,100000098269,,Компьютер промышл. бортовой Trax-10 LP,03-KON-OBSL-OB06,2445,component,2022-02-15,
1200,100000098952,,ДВС БелАЗ №2445,03-KON-OBSL-OB06,2445,component,2021-01-01,
1200,100000098955,,Кузов БелАЗ №2445,03-KON-OBSL-OB06,2445,component,2021-01-01,
1200,100000098963,,Коробка передач БелАЗ №2445,03-KON-OBSL-OB06,2445,component,2021-01-01,
1200,100000098967,,Редуктор бортовой правый БелАЗ №2445,03-KON-OBSL-OB06,2445,component,2021-01-01,
1200,100000098968,,Редуктор бортовой левый БелАЗ №2445,03-KON-OBSL-OB06,2445,component,2021-01-01,
1200,100000068232,,Самосвал карьерный БЕЛАЗ-7547 №2446,03-KON-OBSL-OB07,2446,head,2021-02-01,
1200,100000098270,,Компьютер промышл. бортовой Trax-10 LP,03-KON-OBSL-OB07,2446,component,2022-02-15,
1200,100000098966,,Редуктор бортовой правый БелАЗ №2446,03-KON-OBSL-OB07,2446,component,2021-01-01,
1200,100000098953,,ДВС БелАЗ №2446,03-KON-OBSL-OB07,2446,component,2021-01-01,
1200,100000098954,,Кузов БелАЗ №2446,03-KON-OBSL-OB07,2446,component,2021-01-01,
1200,100000098964,,Коробка передач БелАЗ №2446,03-KON-OBSL-OB07,2446,component,2021-01-01,
1200,100000098965,,Редуктор бортовой левый БелАЗ №2446,03-KON-OBSL-OB07,2446,component,2021-01-01,
1200,100000009138,,Экскаватор гидравл. PC2000-8 №1203,03-RUD-EKSK-OOBR-EX01,1203,head,2013-02-28,
1200,100000009399,,Компьютер промышл. бортовой Trax-10 HP,03-RUD-EKSK-OOBR-EX01,1203,component,2017-08-27,
1200,100000010234,,ДВС SAA12V140E-3C,03-RUD-EKSK-OOBR-EX01,1203,component,2013-02-28,
1200,100000010235,,Стрела,03-RUD-EKSK-OOBR-EX01,1203,component,2013-02-28,
1200,100000010236,,Рукоять,03-RUD-EKSK-OOBR-EX01,1203,component,2013-02-28,
1200,100000010237,,Ковш прямая лопата,03-RUD-EKSK-OOBR-EX01,1203,component,2013-02-28,
1200,100000010238,,Коробка передач,03-RUD-EKSK-OOBR-EX01,1203,component,2013-02-28,
1200,100000010394,,Челюсть ковша,03-RUD-EKSK-OOBR-EX01,1203,component,2013-02-28,
1200,100000010395,,Стенка ковша,03-RUD-EKSK-OOBR-EX01,1203,component,2013-02-28,
1200,100000009136,,Экскаватор электрический ЭКГ-10 №1207,03-RUD-EKSK-OOBR-EX02,1207,head,2007-10-30,
1200,100000009357,,ЭД асинх Д-31,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009358,,ЭД асинх 4МТКН411-8,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009359,,ЭД асинх АИРМ132S4E3,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009360,,ЭД асинх 5АИ132S4,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009361,,ЭД асинх АИРМ132S4E3,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009362,,ЭД асинх АИРМ132S4E3,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009363,,ЭД асинх АИР80В4,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009364,,ЭД асинх АИРМ80B4,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009365,,ЭД асинх АИР100S4,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009366,,ЭД асинх АИР100S4,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009707,,ЭД асинх АИР112S4,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009708,,ЭД асинх АИР80S4,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009710,,ЭД асинх АИРМ132S4E3,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009354,,ЭД синх ДСЭ-750-6,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009347,,ЭД пост тока ДЭ-812,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009349,,ЭД пост тока ДЭВ-814,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009350,,ЭД пост тока ДЭВ-814,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009351,,ЭД пост тока ДЭ-818,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009352,,Генератор напора_4ГПЭМ 170-1/1,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009353,,ЭД пост тока 4ГПЭ 300-1/2,03-RUD-EKSK-OOBR-EX02,1207,component,2019-03-16,
1200,100000009355,,Генератор подъёма_ 4ГПЭМ 600-1/1,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009356,,ЭД пост тока Д-12,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009711,,ЭД пост тока ДЭ-812,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009712,,ЭД пост тока ДЭ-818,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009400,,Компьютер промышл. бортовой Trax-10 HP,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009853,,Ковш,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000071987,,ЭД пост тока ДПЭ-200-2,03-RUD-EKSK-OOBR-EX02,1207,component,2021-01-01,
1200,100000009852,,Стрела,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009854,,Рукоять,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
1200,100000009855,,Редуктор лебедки напора,03-RUD-EKSK-OOBR-EX02,1207,component,2007-10-30,
