,eo_code,be_code,head_type,be_description,eo_class_code,eo_class_description,eo_category_spec,eo_model_name,operation_start_date,evaluated_operation_finish_date,sap_system_status,sap_user_status,year,qty_by_end_of_year,qty_in
2065,100000055899,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-06-04,2024-06-04 00:00:00,ПВЕО,,2022.0,1.0,
2066,100000039197,,,,,,,,,,,,,,
2067,100000038752,,,,,,,,,,,,,,
2068,100000038358,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-06-04,2024-06-04 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2069,100000059156,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-12-31,2029-12-31 00:00:00,ПВЕО,,2022.0,1.0,
2070,100000038953,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-06-04,2024-06-04 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2071,100000078128,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-05-14,2033-05-14 00:00:00,ПВЕО,,2022.0,1.0,
2072,100000077867,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-06-04,2024-06-04 00:00:00,ПВЕО,,2022.0,1.0,
2073,100000065604,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 85-110тонн,Самосвалы CAT 777F,2012-06-04,2023-07-01 00:00:00,УСТН,СИНХ,2022.0,1.0,
2074,100000055902,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-09-17,2033-09-17 00:00:00,ПВЕО,,2022.0,1.0,
2075,100000039395,,,,,,,,,,,,,,
2076,100000038757,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-10-10,2030-10-10 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2077,100000072559,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-12-16,2028-12-16 00:00:00,ПВЕО,,2022.0,1.0,
2078,100000038360,,,,,,,,,,,,,,
2079,100000059162,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-12-31,2029-12-31 00:00:00,ПВЕО,,2022.0,1.0,
2080,100000038954,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-06-04,2024-06-04 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2081,100000096379,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-09-13,2033-09-13 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2082,100000078044,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-07-12,2033-07-12 00:00:00,ПВЕО,,2022.0,1.0,
2083,100000065605,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 85-110тонн,Самосвалы CAT 777F,2012-06-04,2023-07-01 00:00:00,УСТН,СИНХ,2022.0,1.0,
2084,100000038565,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-06-04,2024-06-04 00:00:00,ПВЕО,,2022.0,1.0,
2085,100000055901,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-06-04,2024-06-04 00:00:00,ПВЕО,,2022.0,1.0,
2086,100000038759,,,,,,,,,,,,,,
2087,100000038362,,,,,,,,,,,,,,
2088,100000038955,,,,,,,,,,,,,,
2089,100000039206,,,,,,,,,,,,,,
2090,100000039402,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-02-01,2030-02-01 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2091,100000078088,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-05-15,2033-05-15 00:00:00,ПВЕО,,2022.0,1.0,
2092,100000065893,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 85-110тонн,Самосвалы CAT 777F,2012-06-04,2023-07-01 00:00:00,УСТН,СИНХ,2022.0,1.0,
2093,100000056018,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-06-04,2024-06-04 00:00:00,ПВЕО,,2022.0,1.0,
2094,100000038761,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-05-13,2029-05-13 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2095,100000039207,,,,,,,,,,,,,,
2096,100000038351,,,,,,,,,,,,,,
2097,100000038567,,,,,,,,,,,,,,
2098,100000038956,,,,,,,,,,,,,,
2099,100000075520,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
2100,100000065644,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 218-250 тонн,Самосвалы Komatsu 830E-1AC,2016-08-02,2027-07-01 00:00:00,УСТН,СИНХ,2022.0,1.0,
2101,100000038329,,,,,,,,,,,,,,
2102,100000039116,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-02,2028-08-02 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2103,100000071492,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-01,2028-08-01 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2104,100000074586,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-03-18,2033-03-18 00:00:00,ПВЕО,,2022.0,1.0,
2105,100000075533,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
2106,100000065646,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 218-250 тонн,Самосвалы Komatsu 830E-1AC,2016-08-04,2027-07-01 00:00:00,УСТН,СИНХ,2022.0,1.0,
2107,100000039142,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-04,2028-08-04 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2108,100000038531,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-23,2028-08-23 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2109,100000039167,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-04,2028-08-04 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2110,100000038325,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-04,2028-08-04 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2111,100000039117,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-04,2028-08-04 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2112,100000078151,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-05-25,2033-05-25 00:00:00,ПВЕО,,2022.0,1.0,
2113,100000065648,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 218-250 тонн,Самосвалы Komatsu 830E-1AC,2016-08-07,2027-07-01 00:00:00,УСТН,СИНХ,2022.0,1.0,
2114,100000038326,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-07,2028-08-07 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2115,100000039141,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-06-30,2030-06-30 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2116,100000072131,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-09-14,2031-09-14 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2117,100000039118,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-07,2028-08-07 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2118,100000039143,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-07,2028-08-07 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2119,100000075459,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
2120,100000080163,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-08-27,2033-08-27 00:00:00,ПВЕО,,2022.0,1.0,
2121,100000039168,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-07,2028-08-07 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2122,100000065647,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 218-250 тонн,Самосвалы Komatsu 830E-1AC,2016-08-08,2027-07-01 00:00:00,УСТН,СИНХ,2022.0,1.0,
2123,100000038529,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-06-29,2030-06-29 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2124,100000038327,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-06-29,2030-06-29 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2125,100000039119,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-06-29,2030-06-29 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2126,100000039145,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-06-29,2030-06-29 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2127,100000075532,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
2128,100000083212,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-11-10,2033-11-10 00:00:00,ПВЕО,,2022.0,1.0,
2129,100000065649,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 218-250 тонн,Самосвалы Komatsu 830E-1AC,2016-08-21,2027-07-01 00:00:00,УСТН,СИНХ,2022.0,1.0,
2130,100000059227,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-12-31,2029-12-31 00:00:00,ПВЕО,,2022.0,1.0,
2131,100000038527,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-01-01,2031-01-01 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2132,100000038328,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-21,2028-08-21 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2133,100000039120,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-21,2028-08-21 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2134,100000039146,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-21,2028-08-21 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2135,100000039170,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-21,2028-08-21 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2136,100000078152,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-05-25,2033-05-25 00:00:00,ПВЕО,,2022.0,1.0,
2137,100000080161,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-08-26,2033-08-26 00:00:00,ПВЕО,,2022.0,1.0,
2138,100000065645,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 218-250 тонн,Самосвалы Komatsu 830E-1AC,2016-08-23,2027-07-01 00:00:00,УСТН,СИНХ,2022.0,1.0,
2139,100000039171,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-03-21,2031-03-21 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2140,100000039121,,,,,,,,,,,,,,
2141,100000039147,,,,,,,,,,,,,,
2142,100000075448,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
2143,100000055509,,,,,,,,,,,,,,
2144,100000055510,,,,,,,,,,,,,,
2145,100000055511,,,,,,,,,,,,,,
2146,100000055512,,,,,,,,,,,,,,
2147,100000055513,,,,,,,,,,,,,,
2148,100000065553,,,,,,,,,,,,,,
2149,100000065550,,,,,,,,,,,,,,
2150,100000065551,,,,,,,,,,,,,,
2151,100000065554,,,,,,,,,,,,,,
2152,100000065556,,,,,,,,,,,,,,
2153,100000065552,,,,,,,,,,,,,,
2154,100000065555,,,,,,,,,,,,,,
2155,100000065557,,,,,,,,,,,,,,
2156,100000065560,,,,,,,,,,,,,,
2157,100000065561,,,,,,,,,,,,,,
2158,100000065558,,,,,,,,,,,,,,
2159,100000065562,,,,,,,,,,,,,,
2160,100000038722,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-09-17,2033-09-17 00:00:00,ПВЕО,,2022.0,1.0,
2161,100000056035,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-09-17,2033-09-17 00:00:00,ПВЕО,,2022.0,1.0,
2162,100000038917,,,,,,,,,,,,,,
2163,100000048760,,,,,,,,,,,,,,
2164,100000039354,,,,,,,,,,,,,,
2165,100000038522,,,,,,,,,,,,,,
2166,100000039113,,,,,,,,,,,,,,
2167,100000039364,,,,,,,,,,,,,,
2168,100000065564,,,,,,,,,,,,,,
2169,100000056036,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-09-17,2033-09-17 00:00:00,ПВЕО,,2022.0,1.0,
2170,100000038918,,,,,,,,,,,,,,
2171,100000039365,,,,,,,,,,,,,,
2172,100000038723,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-09-17,2033-09-17 00:00:00,ПВЕО,,2022.0,1.0,
2173,100000072686,,,,,,,,,,,,,,
2174,100000059241,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-06-27,2029-06-27 00:00:00,ПВЕО,,2022.0,1.0,
2175,100000039551,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-03-25,2024-03-25 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2176,100000039114,,,,,,,,,,,,,,
2177,100000065563,,,,,,,,,,,,,,
2178,100000038724,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-09-17,2033-09-17 00:00:00,ПВЕО,,2022.0,1.0,
2179,100000056048,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-09-17,2033-09-17 00:00:00,ПВЕО,,2022.0,1.0,
2180,100000038920,,,,,,,,,,,,,,
2181,100000039366,,,,,,,,,,,,,,
2182,100000062823,,,,,,,,,,,,,,
2183,100000038512,,,,,,,,,,,,,,
2184,100000039115,,,,,,,,,,,,,,
2185,100000039560,,,,,,,,,,,,,,
2186,100000036794,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы Komatsu HD1500-8,2019-12-28,2031-12-28 00:00:00,УСТН,СИНХ,2022.0,1.0,
2187,100000038708,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-12-28,2031-12-28 00:00:00,ПВЕО,,2022.0,1.0,
2188,100000056071,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-12-28,2031-12-28 00:00:00,ПВЕО,,2022.0,1.0,
2189,100000038903,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-12-28,2031-12-28 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2190,100000039349,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-12-28,2031-12-28 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2191,100000039544,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-12-28,2031-12-28 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2192,100000038507,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-12-28,2031-12-28 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2193,100000039098,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-12-28,2031-12-28 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2194,100000078160,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-05-27,2033-05-27 00:00:00,ПВЕО,,2022.0,1.0,
2195,100000098799,1100.0,component,"АО ""Полюс Красноярск""",,,,,2020-10-21,2032-10-21 00:00:00,ПВЕО,,2022.0,1.0,
2196,100000036795,1100.0,,"АО ""Полюс Красноярск""",,,,,2019-12-28,2031-12-28 00:00:00,УСТН,СИНХ,2022.0,1.0,
2197,100000065503,,,,,,,,,,,,,,
2198,100000065502,,,,,,,,,,,,,,
2199,100000055545,,,,,,,,,,,,,,
2200,100000056484,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-01,2033-04-01 00:00:00,ПВЕО,ВЗКП,2022.0,1.0,
2201,100000057037,,,,,,,,,,,,,,
2202,100000057038,,,,,,,,,,,,,,
2203,100000057039,,,,,,,,,,,,,,
2204,100000058897,,,,,,,,,,,,,,
2205,100000044970,,,,,,,,,,,,,,
2206,100000044971,,,,,,,,,,,,,,
2207,100000058918,,,,,,,,,,,,,,
2208,100000059026,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D375A-5,2015-12-26,2027-12-26 00:00:00,УСТН,СИНХ,2022.0,1.0,
2209,100000045041,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-06-01,2031-06-01 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2210,100000045042,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-06-01,2031-06-01 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2211,100000045043,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-12-31,2026-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2212,100000059036,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D475A-5,2015-06-06,2027-06-06 00:00:00,УСТН,СИНХ,2022.0,1.0,
2213,100000045046,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-06-01,2031-06-01 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2214,100000045047,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-12-31,2026-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2215,100000059037,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D475A-5,2015-06-01,2027-06-01 00:00:00,УСТН,СИНХ,2022.0,1.0,
2216,100000063726,,,,,,,,,,,,,,
2217,100000045048,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-06-01,2031-06-01 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2218,100000045049,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-06-01,2031-06-01 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2219,100000045050,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-12-31,2026-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2220,100000059054,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D375A-5,2017-08-10,2029-08-10 00:00:00,УСТН,СИНХ,2022.0,1.0,
2221,100000059255,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-03-31,2028-03-31 00:00:00,ПВЕО,,2022.0,1.0,
2222,100000045062,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-12-31,2026-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2223,100000045063,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-12-31,2026-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2224,100000059061,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D85ESS,2017-12-26,2029-12-26 00:00:00,УСТН,СИНХ,2022.0,1.0,
2225,100000045083,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-12-26,2029-12-26 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2226,100000063733,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-03-31,2028-03-31 00:00:00,ПВЕО,,2022.0,1.0,
2227,100000045084,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-12-31,2029-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2228,100000045085,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-12-31,2029-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2229,100000059046,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D475A-5,2018-04-06,2030-04-06 00:00:00,УСТН,СИНХ,2022.0,1.0,
2230,100000045051,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-04-06,2030-04-06 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2231,100000059163,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-12-31,2029-12-31 00:00:00,ПВЕО,,2022.0,1.0,
2232,100000045052,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-04-06,2030-04-06 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2233,100000045053,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-12-31,2026-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2234,100000059047,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D475A-5,2018-04-06,2030-04-06 00:00:00,УСТН,СИНХ,2022.0,1.0,
2235,100000045054,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-04-06,2030-04-06 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2236,100000065996,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-12-31,2029-12-31 00:00:00,ПВЕО,,2022.0,1.0,
2237,100000045056,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-04-06,2030-04-06 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2238,100000045057,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-12-31,2026-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2239,100000059048,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D475A-5,2018-04-11,2030-04-11 00:00:00,УСТН,СИНХ,2022.0,1.0,
2240,100000059135,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-12-31,2029-12-31 00:00:00,ПВЕО,,2022.0,1.0,
2241,100000045059,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-04-30,2030-04-30 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2242,100000045060,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-12-31,2026-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2243,100000059055,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D475A-5,2018-04-14,2030-04-14 00:00:00,УСТН,СИНХ,2022.0,1.0,
2244,100000045064,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-04-14,2030-04-14 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2245,100000045065,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-04-30,2030-04-30 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2246,100000045066,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-12-31,2026-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2247,100000059284,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-12-31,2029-12-31 00:00:00,ПВЕО,,2022.0,1.0,
2248,100000059145,,,,,,,,,,,,,,
2249,100000059056,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D475A-5,2018-04-03,2030-04-03 00:00:00,УСТН,СИНХ,2022.0,1.0,
2250,100000045067,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-04-03,2030-04-03 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2251,100000045068,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-04-03,2030-04-03 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2252,100000045069,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-12-31,2026-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2253,100000059057,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D475A-5,2018-04-07,2030-04-07 00:00:00,УСТН,СИНХ,2022.0,1.0,
2254,100000045070,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-04-07,2030-04-07 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2255,100000059143,,,,,,,,,,,,,,
2256,100000045071,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-04-07,2030-04-07 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2257,100000045072,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-12-31,2026-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2258,100000045061,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-12-31,2026-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2259,100000059058,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D375A-5,2018-03-17,2030-03-17 00:00:00,УСТН,СИНХ,2022.0,1.0,
2260,100000059150,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-12-31,2029-12-31 00:00:00,ПВЕО,,2022.0,1.0,
2261,100000062787,,,,,,,,,,,,,,
2262,100000045074,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-03-17,2030-03-17 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2263,100000045075,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-12-31,2026-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2264,100000059059,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D375A-5,2018-05-01,2030-05-01 00:00:00,УСТН,СИНХ,2022.0,1.0,
2265,100000062810,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-12-12,2029-12-12 00:00:00,ПВЕО,,2022.0,1.0,
2266,100000045078,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-05-01,2030-05-01 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2267,100000045079,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-12-31,2026-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2268,100000027476,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D475A-5,2018-12-04,2030-12-04 00:00:00,УСТН,СИНХ,2022.0,1.0,
2269,100000044953,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-12-04,2030-12-04 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2270,100000044954,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-12-31,2026-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2271,100000026787,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D475A-5,2019-01-17,2031-01-17 00:00:00,УСТН,СИНХ,2022.0,1.0,
2272,100000044922,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-01-31,2031-01-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2273,100000044924,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-01-31,2031-01-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2274,100000044925,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-12-31,2026-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2275,100000098812,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-07-14,2029-07-14 00:00:00,ПВЕО,,2022.0,1.0,
2276,100000026786,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D475A-5,2019-01-31,2031-01-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
2277,100000044920,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-01-31,2031-01-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2278,100000044921,1100.0,component,"АО ""Полюс Красноярск""",,,,,2019-01-31,2031-01-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
2279,100000098827,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-07-14,2029-07-14 00:00:00,ПВЕО,,2022.0,1.0,
2280,100000055010,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,,Бульдозер D375A-5,2021-12-01,2033-12-01 00:00:00,УСТН,СИНХ,2022.0,1.0,
