,eo_code,be_code,head_type,be_description,eo_class_code,eo_class_description,eo_category_spec,eo_model_name,operation_start_date,evaluated_operation_finish_date,sap_system_status,sap_user_status,year,qty_by_end_of_year,qty_in
935,100000039018,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
936,100000074592,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-10,2033-04-10 00:00:00,ПВЕО,,2022.0,1.0,
937,100000075397,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
938,100000065614,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2011-02-28,2024-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
939,100000038629,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-02-28,2024-12-31 00:00:00,ПВЕО,,2022.0,1.0,
940,100000039019,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
941,100000039270,1100.0,component,"АО ""Полюс Красноярск""",,,,,2013-07-31,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
942,100000039464,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
943,100000074613,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-18,2033-04-18 00:00:00,ПВЕО,,2022.0,1.0,
944,100000078167,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-05-28,2033-05-28 00:00:00,ПВЕО,,2022.0,1.0,
945,100000055981,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-02-18,2024-12-31 00:00:00,ПВЕО,,2022.0,1.0,
946,100000065615,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2011-02-18,2024-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
947,100000039271,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-02-28,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
948,100000039465,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
949,100000048715,1100.0,component,"АО ""Полюс Красноярск""",,,,,2020-06-23,2032-06-23 00:00:00,ПВЕО,,2022.0,1.0,
950,100000039020,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
951,100000078125,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-05-13,2033-05-13 00:00:00,ПВЕО,,2022.0,1.0,
952,100000065616,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2011-02-28,2024-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
953,100000059208,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-03-25,2024-03-25 00:00:00,ПВЕО,,2022.0,1.0,
954,100000038415,1100.0,component,"АО ""Полюс Красноярск""",,,,,2013-12-31,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
955,100000038631,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-08-26,2024-12-31 00:00:00,ПВЕО,,2022.0,1.0,
956,100000055944,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-02-28,2024-12-31 00:00:00,ПВЕО,,2022.0,1.0,
957,100000039021,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
958,100000039467,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
959,100000074594,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-15,2033-04-15 00:00:00,ПВЕО,,2022.0,1.0,
960,100000075501,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
961,100000065617,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2011-02-28,2024-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
962,100000055913,1100.0,component,"АО ""Полюс Красноярск""",,,,,2009-06-16,2024-12-31 00:00:00,ПВЕО,,2022.0,1.0,
963,100000038610,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-06-19,2024-12-31 00:00:00,ПВЕО,,2022.0,1.0,
964,100000071876,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-06-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
965,100000039413,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-06-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
966,100000038432,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-02-28,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
967,100000048737,1100.0,component,"АО ""Полюс Красноярск""",,,,,2020-06-23,2032-06-23 00:00:00,ПВЕО,,2022.0,1.0,
968,100000039022,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-06-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
969,100000065618,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2011-03-31,2024-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
970,100000038633,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-03-31,2024-12-31 00:00:00,ПВЕО,,2022.0,1.0,
971,100000038433,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
972,100000038828,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
973,100000039024,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
974,100000074620,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-15,2033-04-15 00:00:00,ПВЕО,,2022.0,1.0,
975,100000075447,,,,,,,,,,,,,,
976,100000065619,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2011-03-31,2024-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
977,100000055936,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-03-31,2024-12-31 00:00:00,ПВЕО,,2022.0,1.0,
978,100000038829,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-03-31,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
979,100000039470,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-10,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
980,100000039431,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-07-31,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
981,100000038634,1100.0,component,"АО ""Полюс Красноярск""",,,,,2009-05-06,2024-12-31 00:00:00,ПВЕО,,2022.0,1.0,
982,100000048748,1100.0,component,"АО ""Полюс Красноярск""",,,,,2020-06-23,2032-06-23 00:00:00,ПВЕО,,2022.0,1.0,
983,100000039025,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-03-31,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
984,100000071884,1100.0,component,"АО ""Полюс Красноярск""",,,,,2010-01-01,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
985,100000075495,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
986,100000065620,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2011-04-30,2024-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
987,100000055927,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-04-30,2024-12-31 00:00:00,ПВЕО,,2022.0,1.0,
988,100000038635,1100.0,component,"АО ""Полюс Красноярск""",,,,,2010-12-16,2024-12-31 00:00:00,ПВЕО,,2022.0,1.0,
989,100000048722,1100.0,component,"АО ""Полюс Красноярск""",,,,,2020-06-23,2032-06-23 00:00:00,ПВЕО,,2022.0,1.0,
990,100000038435,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
991,100000038830,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
992,100000039026,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
993,100000075361,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
994,100000075362,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
995,100000078114,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-05-11,2033-05-11 00:00:00,ПВЕО,,2022.0,1.0,
996,100000055921,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-03-31,2024-12-31 00:00:00,ПВЕО,,2022.0,1.0,
997,100000065622,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2011-05-20,2024-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
998,100000038636,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-05-20,2024-12-31 00:00:00,ПВЕО,,2022.0,1.0,
999,100000038436,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1000,100000038832,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1001,100000039027,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1002,100000039278,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1003,100000039472,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1004,100000074653,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-18,2033-04-18 00:00:00,ПВЕО,,2022.0,1.0,
1005,100000075496,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
1006,100000065640,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2012-07-05,2024-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
1007,100000055919,1100.0,component,"АО ""Полюс Красноярск""",,,,,2013-12-31,2025-12-31 00:00:00,ПВЕО,,2022.0,1.0,
1008,100000081056,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-09-17,2033-09-17 00:00:00,ПВЕО,,2022.0,1.0,
1009,100000039228,,,,,,,,,,,,,,
1010,100000039423,,,,,,,,,,,,,,
1011,100000038791,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-07-31,2023-07-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1012,100000038448,1100.0,component,"АО ""Полюс Красноярск""",,,,,2013-12-31,2025-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1013,100000039028,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-07-05,2024-07-05 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1014,100000074612,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-16,2033-04-16 00:00:00,ПВЕО,,2022.0,1.0,
1015,100000078142,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-05-17,2033-05-17 00:00:00,ПВЕО,,2022.0,1.0,
1016,100000065637,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2012-07-05,2024-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
1017,100000057006,1100.0,component,"АО ""Полюс Красноярск""",,,,,2013-12-13,2025-12-13 00:00:00,ПВЕО,,2022.0,1.0,
1018,100000039213,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-02-28,2026-02-28 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1019,100000038805,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-06-19,2026-06-19 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1020,100000039254,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-06-19,2026-06-19 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1021,100000038391,,,,,,,,,,,,,,
1022,100000038638,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-07-05,2024-07-05 00:00:00,ПВЕО,,2022.0,1.0,
1023,100000039029,,,,,,,,,,,,,,
1024,100000074623,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-20,2033-04-20 00:00:00,ПВЕО,,2022.0,1.0,
1025,100000078179,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-05-30,2033-05-30 00:00:00,ПВЕО,,2022.0,1.0,
1026,100000065639,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2012-07-05,2024-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
1027,100000038658,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-03-06,2026-03-06 00:00:00,ПВЕО,,2022.0,1.0,
1028,100000039217,,,,,,,,,,,,,,
1029,100000038367,,,,,,,,,,,,,,
1030,100000039030,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-03-06,2026-03-06 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1031,100000074593,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-03-13,2033-03-13 00:00:00,ПВЕО,,2022.0,1.0,
1032,100000075408,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
1033,100000065638,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2012-07-05,2024-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
1034,100000038641,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-07-05,2024-07-05 00:00:00,ПВЕО,,2022.0,1.0,
1035,100000057008,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-07-05,2024-07-05 00:00:00,ПВЕО,,2022.0,1.0,
1036,100000038836,,,,,,,,,,,,,,
1037,100000039031,,,,,,,,,,,,,,
1038,100000039282,,,,,,,,,,,,,,
1039,100000039476,,,,,,,,,,,,,,
1040,100000074649,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-10,2033-04-10 00:00:00,ПВЕО,,2022.0,1.0,
1041,100000075400,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
1042,100000038594,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-07-31,2023-07-31 00:00:00,ПВЕО,,2022.0,1.0,
1043,100000065641,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2012-09-30,2024-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
1044,100000055970,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-05-26,2023-05-26 00:00:00,ПВЕО,,2022.0,1.0,
1045,100000039218,,,,,,,,,,,,,,
1046,100000039414,,,,,,,,,,,,,,
1047,100000038802,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-03-31,2028-03-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1048,100000038425,,,,,,,,,,,,,,
1049,100000039032,1100.0,component,"АО ""Полюс Красноярск""",,,,,2013-12-31,2025-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1050,100000074605,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-03-31,2033-03-31 00:00:00,ПВЕО,,2022.0,1.0,
1051,100000075457,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
1052,100000039240,,,,,,,,,,,,,,
1053,100000065643,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2012-09-30,2024-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
1054,100000055975,,,,,,,,,,,,,,
1055,100000038596,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-07-31,2023-07-31 00:00:00,ПВЕО,,2022.0,1.0,
1056,100000039233,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-08-26,2033-08-26 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1057,100000038785,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-02-22,2029-02-22 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1058,100000038395,1100.0,component,"АО ""Полюс Красноярск""",,,,,2018-06-16,2030-06-16 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1059,100000039033,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-09-30,2024-09-30 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1060,100000074541,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-02-24,2033-02-24 00:00:00,ПВЕО,,2022.0,1.0,
1061,100000075402,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
1062,100000065626,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2013-12-13,2025-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
1063,100000056020,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-11-29,2029-11-29 00:00:00,ПВЕО,,2022.0,1.0,
1064,100000038839,,,,,,,,,,,,,,
1065,100000039285,,,,,,,,,,,,,,
1066,100000038422,,,,,,,,,,,,,,
1067,100000038644,1100.0,component,"АО ""Полюс Красноярск""",,,,,2013-12-13,2025-12-13 00:00:00,ПВЕО,,2022.0,1.0,
1068,100000048727,1100.0,component,"АО ""Полюс Красноярск""",,,,,2020-06-23,2032-06-23 00:00:00,ПВЕО,,2022.0,1.0,
1069,100000039035,1100.0,component,"АО ""Полюс Красноярск""",,,,,2013-12-13,2025-12-13 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1070,100000039480,1100.0,component,"АО ""Полюс Красноярск""",,,,,2013-12-13,2025-12-13 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1071,100000075454,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
1072,100000065624,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2013-12-13,2025-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
1073,100000055962,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-04-30,2023-04-30 00:00:00,ПВЕО,,2022.0,1.0,
1074,100000038790,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-03-06,2026-03-06 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1075,100000039219,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-03-25,2024-03-25 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1076,100000039259,1100.0,component,"АО ""Полюс Красноярск""",,,,,2016-08-10,2028-08-10 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1077,100000038648,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-08-24,2033-08-24 00:00:00,ПВЕО,,2022.0,1.0,
1078,100000069362,1100.0,component,"АО ""Полюс Красноярск""",,,,,2008-02-19,2024-01-01 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1079,100000039036,1100.0,component,"АО ""Полюс Красноярск""",,,,,2013-12-13,2025-12-13 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1080,100000074668,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-22,2033-04-22 00:00:00,ПВЕО,,2022.0,1.0,
1081,100000078147,1100.0,component,"АО ""Полюс Красноярск""",,,,,2015-01-31,2027-01-31 00:00:00,ПВЕО,,2022.0,1.0,
1082,100000065623,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2013-12-13,2025-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
1083,100000055977,1100.0,component,"АО ""Полюс Красноярск""",,,,,2011-07-31,2023-07-31 00:00:00,ПВЕО,,2022.0,1.0,
1084,100000038807,,,,,,,,,,,,,,
1085,100000039415,1100.0,component,"АО ""Полюс Красноярск""",,,,,2012-03-25,2024-03-25 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1086,100000039484,1100.0,component,"АО ""Полюс Красноярск""",,,,,2013-12-31,2025-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1087,100000038642,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-08-30,2033-08-30 00:00:00,ПВЕО,,2022.0,1.0,
1088,100000038446,1100.0,component,"АО ""Полюс Красноярск""",,,,,2013-12-13,2025-12-13 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1089,100000039037,1100.0,component,"АО ""Полюс Красноярск""",,,,,2013-12-13,2025-12-13 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1090,100000074551,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-03-03,2033-03-03 00:00:00,ПВЕО,,2022.0,1.0,
1091,100000075425,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
1092,100000038623,,,,,,,,,,,,,,
1093,100000065625,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2013-12-31,2025-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
1094,100000055967,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-06-19,2026-06-19 00:00:00,ПВЕО,,2022.0,1.0,
1095,100000039038,,,,,,,,,,,,,,
1096,100000074574,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-03-15,2033-03-15 00:00:00,ПВЕО,,2022.0,1.0,
1097,100000075398,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
1098,100000065627,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2013-12-31,2025-12-31 00:00:00,УСТН,СИНХ,2022.0,1.0,
1099,100000038578,,,,,,,,,,,,,,
1100,100000055947,1100.0,component,"АО ""Полюс Красноярск""",,,,,2013-12-13,2025-12-13 00:00:00,ПВЕО,,2022.0,1.0,
1101,100000039471,,,,,,,,,,,,,,
1102,100000038780,,,,,,,,,,,,,,
1103,100000039421,,,,,,,,,,,,,,
1104,100000038392,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-02-28,2026-02-28 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1105,100000039039,1100.0,component,"АО ""Полюс Красноярск""",,,,,2013-12-31,2025-12-31 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1106,100000075396,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
1107,100000080162,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-08-25,2033-08-25 00:00:00,ВНСИ ПВЕО,,2022.0,1.0,
1108,100000065628,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2014-02-28,2026-02-28 00:00:00,УСТН,СИНХ,2022.0,1.0,
1109,100000056017,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-09-08,2029-09-08 00:00:00,ПВЕО,,2022.0,1.0,
1110,100000038845,,,,,,,,,,,,,,
1111,100000039291,,,,,,,,,,,,,,
1112,100000039485,,,,,,,,,,,,,,
1113,100000038394,,,,,,,,,,,,,,
1114,100000038649,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-02-28,2026-02-28 00:00:00,ПВЕО,,2022.0,1.0,
1115,100000039040,,,,,,,,,,,,,,
1116,100000074576,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-03-13,2033-03-13 00:00:00,ПВЕО,,2022.0,1.0,
1117,100000075456,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-04-30,2033-04-30 00:00:00,ПВЕО,,2022.0,1.0,
1118,100000065630,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2014-02-28,2026-02-28 00:00:00,УСТН,СИНХ,2022.0,1.0,
1119,100000038651,1100.0,component,"АО ""Полюс Красноярск""",,,,,2017-08-27,2029-08-27 00:00:00,ПВЕО,,2022.0,1.0,
1120,100000055957,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-02-28,2026-02-28 00:00:00,ПВЕО,,2022.0,1.0,
1121,100000048724,1100.0,component,"АО ""Полюс Красноярск""",,,,,2020-06-23,2032-06-23 00:00:00,ПВЕО,,2022.0,1.0,
1122,100000039041,,,,,,,,,,,,,,
1123,100000039292,,,,,,,,,,,,,,
1124,100000039486,,,,,,,,,,,,,,
1125,100000078119,1100.0,component,"АО ""Полюс Красноярск""",,,,,2021-05-12,2033-05-12 00:00:00,ПВЕО,,2022.0,1.0,
1126,100000065632,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Автосамосвалы в классе 120-150 тонн,Самосвалы CAT 785C,2014-02-28,2026-02-28 00:00:00,УСТН,СИНХ,2022.0,1.0,
1127,100000038451,,,,,,,,,,,,,,
1128,100000038652,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-02-28,2026-02-28 00:00:00,ПВЕО,,2022.0,1.0,
1129,100000056019,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-02-28,2026-02-28 00:00:00,ПВЕО,,2022.0,1.0,
1130,100000038847,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-02-28,2026-02-28 00:00:00,ПВЕО,КМПН,2022.0,1.0,
1131,100000039042,1100.0,component,"АО ""Полюс Красноярск""",,,,,2014-02-28,2026-02-28 00:00:00,ПВЕО,КМПН,2022.0,1.0,
