be_code,be_description,eo_class_code,eo_class_description,eo_model_name,teh_mesto,gar_no,eo_code,head_type,operation_start_date,expected_operation_period_years,expected_operation_finish_date,sap_planned_finish_operation_date,expected_operation_status_code,expected_operation_status_code_date,sap_system_status,sap_user_status,reported_operation_finish_date,reported_operation_status,qty at 31.12.2022,in 2022,out 2022,qty at 31.12.2023,in 2023,out 2023
1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,11-RUD-CGTR-SEBT-CC64,516,100000065622,head,2011-05-20,12.0,2023-05-20 00:00:00,2024-12-31,operation,2022-06-17 11:42:38.949826,УСТН,СИНХ,2024-12-31,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC64,516,100000038636,component,2011-05-20,12.0,2023-05-20 00:00:00,2024-12-31,operation,2022-06-17 11:42:38.941282,ПВЕО,,,,1,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC64,785020,100000038436,component,2008-02-19,12.0,2020-02-19 00:00:00,2024-12-31,operation,2022-06-17 11:42:46.605885,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC64,516,100000038832,component,2008-02-19,12.0,2020-02-19 00:00:00,2024-12-31,operation,2022-06-17 11:42:46.610175,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC64,516,100000039027,component,2008-02-19,12.0,2020-02-19 00:00:00,2024-12-31,operation,2022-06-17 11:42:46.614602,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC64,785C BR 11-2,100000039278,component,2008-02-19,12.0,2020-02-19 00:00:00,2024-12-31,operation,2022-06-17 11:42:46.618481,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC64,516,100000039472,component,2008-02-19,12.0,2020-02-19 00:00:00,2024-12-31,operation,2022-06-17 11:42:46.623857,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC64,УЧАСТОК АГИТО,100000074653,component,2021-04-18,12.0,2033-04-18 00:00:00,,operation,2022-06-17 11:42:49.641340,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC64,ВИДЕОРЕГИСТРАТОР,100000075496,component,2021-04-30,12.0,2033-04-30 00:00:00,,operation,2022-06-17 11:42:49.913939,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,11-RUD-CGTR-SEBT-CC65,517,100000065640,head,2012-07-05,12.0,2024-07-05 00:00:00,2024-07-01,operation,2022-06-17 11:42:40.044812,УСТН,СИНХ,2024-12-31,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC65,785C GT 68-3,100000055919,component,2013-12-31,12.0,2025-12-31 00:00:00,,operation,2022-06-17 11:42:39.441039,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC65,785С PG 21-2,100000081056,component,2021-09-17,12.0,2033-09-17 00:00:00,,operation,2022-06-17 11:42:39.577881,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC65,517,100000039228,component,2009-08-03,12.0,2021-08-03 00:00:00,,operation_finished,2022-06-17 11:42:46.566322,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC65,517,100000039423,component,2009-08-03,12.0,2021-08-03 00:00:00,,operation_finished,2022-06-17 11:42:46.570192,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC65,517,100000038791,component,2011-07-31,12.0,2023-07-31 00:00:00,,operation,2022-06-17 11:42:46.672792,ПВЕО,КМПН,,,1,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC65,517,100000038448,component,2013-12-31,12.0,2025-12-31 00:00:00,,operation,2022-06-17 11:42:47.094592,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC65,517,100000039028,component,2012-07-05,12.0,2024-07-05 00:00:00,,operation,2022-06-17 11:42:47.420464,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC65,УЧАСТОК АГИТО,100000074612,component,2021-04-16,12.0,2033-04-16 00:00:00,,operation,2022-06-17 11:42:49.652660,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC65,ВИДЕОРЕГИСТРАТОР,100000078142,component,2021-05-17,12.0,2033-05-17 00:00:00,,operation,2022-06-17 11:42:50.397027,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,11-RUD-CGTR-SEBT-CC66,518,100000065637,head,2012-07-05,12.0,2024-07-05 00:00:00,2024-07-01,operation,2022-06-17 11:42:40.010669,УСТН,СИНХ,2024-12-31,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC66,С 439,100000057006,component,2013-12-13,12.0,2025-12-13 00:00:00,,operation,2022-06-17 11:42:39.358872,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC66,785С BR 17-2,100000039213,component,2014-02-28,12.0,2026-02-28 00:00:00,,operation,2022-06-17 11:42:45.383707,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC66,518,100000038805,component,2014-06-19,12.0,2026-06-19 00:00:00,,operation,2022-06-17 11:42:46.784690,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC66,785C BR 19-2,100000039254,component,2014-06-19,12.0,2026-06-19 00:00:00,,operation,2022-06-17 11:42:46.821176,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC66,785C ENG 18-2,100000038391,component,2008-02-19,12.0,2020-02-19 00:00:00,,operation_finished,2022-06-17 11:42:45.978807,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC66,518,100000038638,component,2012-07-05,12.0,2024-07-05 00:00:00,,operation,2022-06-17 11:42:40.003033,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC66,518,100000039029,component,2008-02-19,12.0,2020-02-19 00:00:00,,operation_finished,2022-06-17 11:42:47.379039,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC66,УЧАСТОК АГИТО,100000074623,component,2021-04-20,12.0,2033-04-20 00:00:00,,operation,2022-06-17 11:42:49.656296,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC66,ВИДЕОРЕГИСТРАТОР,100000078179,component,2021-05-30,12.0,2033-05-30 00:00:00,,operation,2022-06-17 11:42:50.218506,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,11-RUD-CGTR-SEBT-CC67,519,100000065639,head,2012-07-05,12.0,2024-07-05 00:00:00,2024-07-01,operation,2022-06-17 11:42:40.041022,УСТН,СИНХ,2024-12-31,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC67,519,100000038658,component,2014-03-06,12.0,2026-03-06 00:00:00,,operation,2022-06-17 11:42:39.558248,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC67,519,100000039217,component,2009-08-03,12.0,2021-08-03 00:00:00,,operation_finished,2022-06-17 11:42:49.012177,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC67,519,100000038367,component,2008-02-19,12.0,2020-02-19 00:00:00,,operation_finished,2022-06-17 11:42:45.769057,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC67,519,100000039030,component,2014-03-06,12.0,2026-03-06 00:00:00,,operation,2022-06-17 11:42:47.409476,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC67,УЧАСТОК АГИТО,100000074593,component,2021-03-13,12.0,2033-03-13 00:00:00,,operation,2022-06-17 11:42:49.591236,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC67,ВИДЕОРЕГИСТРАТОР,100000075408,component,2021-04-30,12.0,2033-04-30 00:00:00,,operation,2022-06-17 11:42:49.741890,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,11-RUD-CGTR-SEBT-CC68,520,100000065638,head,2012-07-05,12.0,2024-07-05 00:00:00,2024-07-01,operation,2022-06-17 11:42:40.027220,УСТН,СИНХ,2024-12-31,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC68,520,100000038641,component,2012-07-05,12.0,2024-07-05 00:00:00,,operation,2022-06-17 11:42:40.019024,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC68,520,100000057008,component,2012-07-05,12.0,2024-07-05 00:00:00,,operation,2022-06-17 11:42:40.022940,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC68,520,100000038836,component,2008-02-19,12.0,2020-02-19 00:00:00,,operation_finished,2022-06-17 11:42:47.391173,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC68,520,100000039031,component,2008-02-19,12.0,2020-02-19 00:00:00,,operation_finished,2022-06-17 11:42:47.394785,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC68,520,100000039282,component,2008-02-19,12.0,2020-02-19 00:00:00,,operation_finished,2022-06-17 11:42:47.398318,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC68,520,100000039476,component,2008-02-19,12.0,2020-02-19 00:00:00,,operation_finished,2022-06-17 11:42:47.402096,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC68,УЧАСТОК АГИТО,100000074649,component,2021-04-10,12.0,2033-04-10 00:00:00,,operation,2022-06-17 11:42:49.627519,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC68,ВИДЕОРЕГИСТРАТОР,100000075400,component,2021-04-30,12.0,2033-04-30 00:00:00,,operation,2022-06-17 11:42:49.717254,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC69,785С PG 39-1,100000038594,component,2011-07-31,12.0,2023-07-31 00:00:00,,operation,2022-06-17 11:42:38.970599,ПВЕО,,,,1,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,11-RUD-CGTR-SEBT-CC69,521,100000065641,head,2012-09-30,12.0,2024-09-30 00:00:00,2024-07-01,operation,2022-06-17 11:42:40.068792,УСТН,СИНХ,2024-12-31,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC69,785C GT 67-3,100000055970,component,2011-05-26,12.0,2023-05-26 00:00:00,,operation,2022-06-17 11:42:38.974340,ПВЕО,,,,1,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC69,785C BR 139-2,100000039218,component,2008-02-19,12.0,2020-02-19 00:00:00,,operation_finished,2022-06-17 11:42:45.856642,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC69,785C BR 135-2,100000039414,component,2008-02-19,12.0,2020-02-19 00:00:00,,operation_finished,2022-06-17 11:42:45.862780,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC69,521,100000038802,component,2016-03-31,12.0,2028-03-31 00:00:00,,operation,2022-06-17 11:42:46.994919,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC69,785C ENG 35-3,100000038425,component,2009-03-31,12.0,2021-03-31 00:00:00,,operation_finished,2022-06-17 11:42:46.255301,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC69,521,100000039032,component,2013-12-31,12.0,2025-12-31 00:00:00,,operation,2022-06-17 11:42:47.439067,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC69,УЧАСТОК АГИТО,100000074605,component,2021-03-31,12.0,2033-03-31 00:00:00,,operation,2022-06-17 11:42:49.645210,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC69,ВИДЕОРЕГИСТРАТОР,100000075457,component,2021-04-30,12.0,2033-04-30 00:00:00,,operation,2022-06-17 11:42:49.800801,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC70,785C BR 155-3,100000039240,component,2008-02-19,12.0,2020-02-19 00:00:00,,operation_finished,2022-06-17 11:42:46.909004,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,11-RUD-CGTR-SEBT-CC70,522,100000065643,head,2012-09-30,12.0,2024-09-30 00:00:00,2024-07-01,operation,2022-06-17 11:42:40.072619,УСТН,СИНХ,2024-12-31,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC70,785C GT 66-2,100000055975,component,2009-11-02,12.0,2021-11-02 00:00:00,,operation_finished,2022-06-17 11:42:38.198897,ПВЕО,,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC70,785С PG 29-1,100000038596,component,2011-07-31,12.0,2023-07-31 00:00:00,,operation,2022-06-17 11:42:38.981914,ПВЕО,,,,1,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC70,785C BR 136-3,100000039233,component,2021-08-26,12.0,2033-08-26 00:00:00,,operation,2022-06-17 11:42:45.991916,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC70,785C KP 56-3,100000038785,component,2017-02-22,12.0,2029-02-22 00:00:00,,operation,2022-06-17 11:42:46.328656,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC70,522,100000038395,component,2018-06-16,12.0,2030-06-16 00:00:00,,operation,2022-06-17 11:42:46.668547,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC70,522,100000039033,component,2012-09-30,12.0,2024-09-30 00:00:00,,operation,2022-06-17 11:42:47.442949,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC70,УЧАСТОК АГИТО,100000074541,component,2021-02-24,12.0,2033-02-24 00:00:00,,operation,2022-06-17 11:42:49.550297,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC70,ВИДЕОРЕГИСТРАТОР,100000075402,component,2021-04-30,12.0,2033-04-30 00:00:00,,operation,2022-06-17 11:42:49.724909,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,11-RUD-CGTR-SEBT-CC71,523,100000065626,head,2013-12-13,12.0,2025-12-13 00:00:00,2025-07-01,operation,2022-06-17 11:42:39.433363,УСТН,СИНХ,2025-12-31,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC71,785C GT 03-2,100000056020,component,2017-11-29,12.0,2029-11-29 00:00:00,,operation,2022-06-17 11:42:39.429475,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC71,523,100000038839,component,2008-02-19,12.0,2020-02-19 00:00:00,,operation_finished,2022-06-17 11:42:47.079400,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC71,785C BR 32-2,100000039285,component,2008-02-19,12.0,2020-02-19 00:00:00,,operation_finished,2022-06-17 11:42:47.087145,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC71,523,100000038422,component,2008-02-19,12.0,2020-02-19 00:00:00,,operation_finished,2022-06-17 11:42:46.197803,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC71,523,100000038644,component,2013-12-13,12.0,2025-12-13 00:00:00,,operation,2022-06-17 11:42:39.425526,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC71,УЧАСТОК АГИТО,100000048727,component,2020-06-23,12.0,2032-06-23 00:00:00,,operation,2022-06-17 11:42:44.148766,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC71,523,100000039035,component,2013-12-13,12.0,2025-12-13 00:00:00,,operation,2022-06-17 11:42:47.083441,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC71,523,100000039480,component,2013-12-13,12.0,2025-12-13 00:00:00,,operation,2022-06-17 11:42:47.090870,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC71,ВИДЕОРЕГИСТРАТОР,100000075454,component,2021-04-30,12.0,2033-04-30 00:00:00,,operation,2022-06-17 11:42:49.789461,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,11-RUD-CGTR-SEBT-CC72,524,100000065624,head,2013-12-13,12.0,2025-12-13 00:00:00,2025-07-01,operation,2022-06-17 11:42:39.410143,УСТН,СИНХ,2025-12-31,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC72,785C GT 69-2,100000055962,component,2011-04-30,12.0,2023-04-30 00:00:00,,operation,2022-06-17 11:42:38.899811,ПВЕО,,,,1,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC72,785C KP 60-3,100000038790,component,2014-03-06,12.0,2026-03-06 00:00:00,,operation,2022-06-17 11:42:39.398385,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC72,785C BR 142-2,100000039219,component,2012-03-25,12.0,2024-03-25 00:00:00,,operation,2022-06-17 11:42:39.402313,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC72,785C BR 143-1,100000039259,component,2016-08-10,12.0,2028-08-10 00:00:00,,operation,2022-06-17 11:42:39.406164,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC72,785С PG 30-1,100000038648,component,2021-08-24,12.0,2033-08-24 00:00:00,,operation,2022-06-17 11:42:39.437170,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC72,785C ENG 36-2,100000069362,component,2008-02-19,12.0,2020-02-19 00:00:00,2024-01-01,operation,2022-06-17 11:42:49.192097,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC72,524,100000039036,component,2013-12-13,12.0,2025-12-13 00:00:00,,operation,2022-06-17 11:42:47.055449,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC72,УЧАСТОК АГИТО,100000074668,component,2021-04-22,12.0,2033-04-22 00:00:00,,operation,2022-06-17 11:42:49.683268,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC72,ВИДЕОРЕГИСТРАТОР,100000078147,component,2015-01-31,12.0,2027-01-31 00:00:00,,operation,2022-06-17 11:42:50.405568,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,11-RUD-CGTR-SEBT-CC73,525,100000065623,head,2013-12-13,12.0,2025-12-13 00:00:00,2025-07-01,operation,2022-06-17 11:42:39.394434,УСТН,СИНХ,2025-12-31,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC73,785C GT 70-3,100000055977,component,2011-07-31,12.0,2023-07-31 00:00:00,,operation,2022-06-17 11:42:38.985876,ПВЕО,,,,1,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC73,785C KP 61-3,100000038807,component,2010-12-16,12.0,2022-12-16 00:00:00,,operation,2022-06-17 11:42:39.381722,ПВЕО,КМПН,,,0,0,1,0,0,1
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC73,785C BR 141-2,100000039415,component,2012-03-25,12.0,2024-03-25 00:00:00,,operation,2022-06-17 11:42:39.385995,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC73,785C BR 140-1,100000039484,component,2013-12-31,12.0,2025-12-31 00:00:00,,operation,2022-06-17 11:42:39.390491,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC73,785С PG 31-1,100000038642,component,2021-08-30,12.0,2033-08-30 00:00:00,,operation,2022-06-17 11:42:40.064736,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC73,525,100000038446,component,2013-12-13,12.0,2025-12-13 00:00:00,,operation,2022-06-17 11:42:47.047340,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC73,525,100000039037,component,2013-12-13,12.0,2025-12-13 00:00:00,,operation,2022-06-17 11:42:47.051436,ПВЕО,КМПН,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC73,УЧАСТОК АГИТО,100000074551,component,2021-03-03,12.0,2033-03-03 00:00:00,,operation,2022-06-17 11:42:49.554030,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC73,ВИДЕОРЕГИСТРАТОР,100000075425,component,2021-04-30,12.0,2033-04-30 00:00:00,,operation,2022-06-17 11:42:49.765565,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC74,503,100000038623,component,2010-12-16,12.0,2022-12-16 00:00:00,,operation,2022-06-17 11:42:38.598491,ПВЕО,,,,0,0,1,0,0,1
1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,11-RUD-CGTR-SEBT-CC74,526,100000065625,head,2013-12-31,12.0,2025-12-31 00:00:00,2025-07-01,operation,2022-06-17 11:42:39.421526,УСТН,СИНХ,2025-12-31,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC74,785C GT 31-1,100000055967,component,2014-06-19,12.0,2026-06-19 00:00:00,,operation,2022-06-17 11:42:39.417846,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC74,526,100000039038,component,2008-02-19,12.0,2020-02-19 00:00:00,,operation_finished,2022-06-17 11:42:47.067444,ПВЕО,КМПН,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC74,УЧАСТОК АГИТО,100000074574,component,2021-03-15,12.0,2033-03-15 00:00:00,,operation,2022-06-17 11:42:49.557914,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC74,ВИДЕОРЕГИСТРАТОР,100000075398,component,2021-04-30,12.0,2033-04-30 00:00:00,,operation,2022-06-17 11:42:49.712905,ПВЕО,,,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,11-RUD-CGTR-SEBT-CC75,527,100000065627,head,2013-12-31,12.0,2025-12-31 00:00:00,2025-07-01,operation,2022-06-17 11:42:39.445610,УСТН,СИНХ,2025-12-31,,1,0,0,1,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC75,785С PG 27-1,100000038578,component,2009-06-29,12.0,2021-06-29 00:00:00,,operation_finished,2022-06-17 11:42:38.194769,ПВЕО,,,,0,0,0,0,0,0
1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-CGTR-SEBT-CC75,785C GT 63-3,100000055947,component,2013-12-13,12.0,2025-12-13 00:00:00,,operation,2022-06-17 11:42:38.705014,ПВЕО,,,,1,0,0,1,0,0
